,adresses,lat,long
529,3279 Victoria Australia,-38.1923617,142.6279608
530,4805 Queensland Australia,-22.5822615,151.700565
531,3260 Victoria Australia,-38.1491105,143.1319209
532,4812 Queensland Australia,-19.2873647,146.7917682
533,3844 Victoria Australia,-38.2728501,146.5840737
534,4615 Queensland Australia,-26.6635867,152.0048138
535,2163 New South Wales Australia,-33.88436799999999,150.9801939
536,3225 Victoria Australia,-38.2407088,144.6643482
537,2647 New South Wales Australia,-35.9286597,146.0472969
538,2231 New South Wales Australia ,-34.0194134,151.1985879
539,2716 New South Wales Australia,-35.1438001,145.7133909
540,3282 Victoria Australia,-38.2971689,142.3719834
541,2594 New South Wales Australia,-34.2563299,148.0982046
542,3177 Victoria Australia,-37.9957951,145.2424941
543,2133 New South Wales Australia,-33.89673450000001,151.1082813
544,2218 New South Wales Australia,-33.9712426,151.1199309
545,2162 New South Wales Australia,-33.883427,151.006385
546,4505 Queensland Australia,-27.1544509,152.9727474
547,2469 New South Wales Australia,-28.9152316,152.5443612
548,3168 Victoria Australia,-37.9211962,145.1320653
549,3580 Victoria Australia,-35.6445701,144.1174856
550,4131 Queensland Australia,-27.666306,153.1384143
551,2167 New South Wales Australia,-33.9690916,150.8929227
552,4580 Queensland Australia,-26.0346017,153.0618566
553,2516 New South Wales Australia,-34.3284699,150.904556
554,3169 Victoria Australia,-37.9454838,145.1210303
555,4356 Queensland Australia,-27.6233205,151.5603244
556,2134 New South Wales Australia,-33.8799121,151.1024569
557,3139 Victoria Australia,-37.8251456,145.5579927
558,2798 New South Wales Australia,-33.4806818,149.1271385
559,4806 Queensland Australia,-19.9245624,147.3722545
560,2365 New South Wales Australia,-30.0677809,151.6070583
561,3799 Victoria Australia,-37.6990844,145.8023118
562,2343 New South Wales Australia,-31.4297744,150.3037323
563,2533 New South Wales Australia,-34.6635132,150.7795452
564,4557 Queensland Australia,-26.6990471,153.1010891
565,4810 Queensland Australia,-19.35682,147.0379125
566,3187 Victoria Australia,-37.9179439,145.0190242
567,3226 Victoria Australia,-38.2573292,144.5382417
568,2549 New South Wales Australia,-36.9804396,149.817978
569,3749 Victoria Australia,-36.3378001,146.8536008
570,4877 Queensland Australia,-16.5257098,145.4652682
571,3038 Victoria Australia,-37.7024727,144.7906484
572,2564 New South Wales Australia,-33.9963891,150.8900145
573,3775 Victoria Australia,-37.6158673,145.3807298
574,2447 New South Wales Australia,-30.740808,152.8735247
575,2440 New South Wales Australia,-30.9630729,152.5443612
576,2500 New South Wales Australia,-34.4207112,150.8783824
577,3862 Victoria Australia,-37.4228208,147.1915504
578,2136 New South Wales Australia,-33.8929126,151.0733379
579,3006 Victoria Australia,-37.8245483,144.963937
580,4212 Queensland Australia,-27.7918539,153.4036287
581,2350 New South Wales Australia,-30.4941859,151.9813913
582,4421 Queensland Australia,-27.0745513,150.5175918
583,2022 New South Wales Australia,-33.8956547,151.2495903
584,3812 Victoria Australia,-38.0817495,145.5690835
585,4051 Queensland Australia,-27.4261914,152.9882693
586,4054 Queensland Australia,-27.4119662,152.9549828
587,3821 Victoria Australia,-38.0844084,146.002705
588,2572 New South Wales Australia,-34.177879,150.5124332
589,3178 Victoria Australia,-37.9210442,145.2424941
590,2537 New South Wales Australia,-35.8894726,149.9334764
591,2439 New South Wales Australia,-31.6342174,152.6148504
592,4101 Queensland Australia,-27.4799195,153.0118145
593,4060 Queensland Australia,-27.4412376,152.9823835
594,3934 Victoria Australia,-38.287039,145.016269
595,2008 New South Wales Australia,-33.8878872,151.1964025
596,3160 Victoria Australia,-37.932935,145.3475331
597,2050 New South Wales Australia,-33.8899117,151.1767348
598,3013 Victoria Australia,-37.819811,144.8813738
599,2337 New South Wales Australia,-31.9193182,151.0937206
600,2505 New South Wales Australia,-34.4744767,150.8900145
601,2835 New South Wales Australia,-31.6862716,145.1375834
602,2619 New South Wales Australia,-35.3831348,149.2017971
603,2794 New South Wales Australia,-33.8788824,148.6001005
604,2873 New South Wales Australia,-32.2241884,147.1915504
605,3793 Victoria Australia,-37.8689357,145.4360858
606,4721 Queensland Australia,-22.8318768,147.6290138
607,3105 Victoria Australia,-37.7660476,145.0879338
608,4558 Queensland Australia,-26.6541595,153.0795213
609,3213 Victoria Australia,-37.9873525,144.2811537
610,3480 Victoria Australia,-36.3286415,142.9170407
611,2063 New South Wales Australia,-33.8123999,151.2189869
612,4119 Queensland Australia,-27.6092593,153.1119105
613,3056 Victoria Australia,-37.7666099,144.9584302
614,3264 Victoria Australia,-38.2273268,142.8955875
615,3122 Victoria Australia,-37.8222114,145.0328017
616,3061 Victoria Australia,-37.665113,144.955677
617,2775 New South Wales Australia,-33.3029838,151.0005643
618,4272 Queensland Australia,-27.9496437,153.1973233
619,2110 New South Wales Australia,-33.8274649,151.1374068
620,4562 Queensland Australia,-26.4941369,152.908824
621,3049 Victoria Australia,-37.6707522,144.8896264
622,2776 New South Wales Australia,-33.6863276,150.5501477
623,2011 New South Wales Australia,-33.8710844,151.2233585
624,3059 Victoria Australia,-37.6454887,144.8841246
625,2754 New South Wales Australia,-33.5631923,150.7156265
626,3103 Victoria Australia,-37.8090918,145.0769045
627,2474 New South Wales Australia,-28.4803132,152.9205918
628,4873 Queensland Australia,-16.2446478,145.2701235
629,2081 New South Wales Australia,-33.5769126,151.1694511
630,2471 New South Wales Australia,-28.9987239,153.2267838
631,3212 Victoria Australia,-38.0110859,144.4561033
632,4103 Queensland Australia ,-27.5120542,153.032997
633,2143 New South Wales Australia,-33.8893965,151.0296696
634,2642 New South Wales Australia,-36.0220179,148.052689
635,4285 Queensland Australia,-28.0150124,152.9676695
636,2577 New South Wales Australia,-34.6253671,150.4428323
637,3151 Victoria Australia,-37.8552869,145.1513801
638,3073 Victoria Australia,-37.7118644,145.0107588
639,2502 New South Wales Australia,-34.4884509,150.8754745
640,2178 New South Wales Australia,-33.8769426,150.8027952
641,4275 Queensland Australia,-28.0380223,153.1796489
642,2019 New South Wales Australia,-31.2532183,146.921099
643,3634 Victoria Australia,-36.2266803,145.4250118
644,2713 New South Wales Australia,-35.5514125,145.5358152
645,2534 New South Wales Australia,-34.7373565,150.7911697
646,3786 Victoria Australia,-37.8759058,145.3309395
647,4102 Queensland Australia,-27.4956759,153.0353622
648,2306 New South Wales Australia,-32.9908543,151.680106
649,3085 Victoria Australia,-37.7248812,145.0769045
650,3754 Victoria Australia,-37.5963626,145.1265477
651,3610 Victoria Australia,-36.5881288,145.2480193
652,3153 Victoria Australia,-37.8386354,145.2756505
653,4130 Queensland Australia,-27.6740515,153.2267554
654,3618 Victoria Australia,-36.36240129999999,145.1706992
655,2785 New South Wales Australia,-33.7110343,150.2458144
656,2293 New South Wales Australia,-32.9153665,151.7575709
657,4007 Queensland Australia,-27.4366918,153.0648006
658,2307 New South Wales Australia,-32.879801,151.6917966
659,3730 Victoria Australia,-36.05207170000001,145.8913207
660,4650 Queensland Australia,-25.5350235,152.695998
661,4515 Queensland Australia,-26.789344,152.4973826
662,3428 Victoria Australia,-37.6342319,144.7961441
663,4224 Queensland Australia,-28.1469507,153.4919105
664,4502 Queensland Australia,-27.2651516,152.9706122
665,3215 Victoria Australia,-38.1083132,144.3357845
666,2563 New South Wales Australia,-34.1028697,150.7504879
667,4104 Queensland Australia,-27.5140455,153.0149526
668,3088 Victoria Australia,-37.698595,145.1099967
669,3912 Victoria Australia,-38.2242212,145.2148736
670,3638 Victoria Australia,-36.0388917,145.2038278
671,2646 New South Wales Australia,-35.7553785,146.2929381
672,3190 Victoria Australia,-37.9487497,145.0410692
673,4744 Queensland Australia,-21.9614108,147.825395
674,3809 Victoria Australia,-38.0673549,145.4139392
675,4064 Queensland Australia,-27.4611923,153.0000416
676,3918 Victoria Australia,-38.3329437,145.165179
677,4228 Queensland Australia,-28.1404831,153.4285672
678,2360 New South Wales Australia,-29.640762,151.2335592
679,2042 New South Wales Australia,-33.8992314,151.1781916
680,2820 New South Wales Australia,-32.5743502,149.0123679
681,2506 New South Wales Australia,-34.4793722,150.840584
682,3550 Victoria Australia,-36.7665875,144.2920769
683,3116 Victoria Australia,-37.7373267,145.3088196
684,2092 New South Wales Australia,-33.7927181,151.2423032
685,2161 New South Wales Australia,-33.8570185,150.9831038
686,2752 New South Wales Australia,-33.9245658,150.5936766
687,4344 Queensland Australia,-27.5496811,152.1238169
688,3241 Victoria Australia,-38.260588,143.9541563
689,2206 New South Wales Australia,-33.9267511,151.125756
690,3915 Victoria Australia,-38.3059216,145.1265477
691,3808 Victoria Australia,-37.999986,145.4360858
692,3053 Victoria Australia,-37.798389,144.9694441
693,4390 Queensland Australia,-28.5406528,150.3040002
694,2305 New South Wales Australia,-32.9274242,151.7064109
695,2526 New South Wales Australia,-34.4132402,150.7911697
696,4415 Queensland Australia,-26.5252094,150.3037323
697,4073 Queensland Australia,-27.5435374,152.9529566
698,2462 New South Wales Australia,-29.7093022,153.1325243
699,3623 Victoria Australia,-36.46177369999999,144.9832134
700,3666 Victoria Australia,-36.7549385,145.5801757
701,3004 Victoria Australia,-37.8301583,144.9804594
702,2641 New South Wales Australia,-36.03036549999999,146.9548653
703,4380 Queensland Australia,-28.7588427,151.6538052
704,2748 New South Wales Australia,-33.818067,150.7330562
705,3094 Victoria Australia,-37.7196403,145.1237889
706,3351 Victoria Australia,-37.6978029,143.0029169
707,2094 New South Wales Australia,-33.7940757,151.2729111
708,2810 New South Wales Australia,-33.9363618,148.0982046
709,3018 Victoria Australia,-37.859343,144.8126334
710,3214 Victoria Australia,-38.0788809,144.3576473
711,2445 New South Wales Australia,-31.5931838,152.8029443
712,2111 New South Wales Australia,-33.8296098,151.125756
713,2152 New South Wales Australia,-33.7902573,150.9918338
714,2025 New South Wales Australia,-33.8865002,151.2437606
715,3099 Victoria Australia,-37.5885255,145.2148736
716,2681 New South Wales Australia,-34.1102303,146.1588712
717,3132 Victoria Australia,-37.8219905,145.1983055
718,3791 Victoria Australia,-37.9051015,145.4111713
719,3747 Victoria Australia,-36.38512540000001,146.6962857
720,2665 New South Wales Australia,-34.3566955,146.8311117
721,4113 Queensland Australia,-27.5889518,153.0795213
722,4811 Queensland Australia,-19.360968,146.8198691
723,2354 New South Wales Australia,-31.0638225,151.8877321
724,3065 Victoria Australia,-37.7974551,144.9804594
725,4700 Queensland Australia,-23.3762489,150.5004652
726,3081 Victoria Australia,-37.7417753,145.0438252
727,4125 Queensland Australia,-27.7225265,153.0441933
728,2335 New South Wales Australia,-32.6270649,151.3501856
729,3342 Victoria Australia,-37.6114047,144.215646
730,3505 Victoria Australia,-34.189156,141.8100218
731,4061 Queensland Australia,-27.4401591,152.9382447
732,4133 Queensland Australia,-27.7240022,153.1030766
733,3936 Victoria Australia,-38.3352183,144.9942305
734,2034 New South Wales Australia,-33.9236193,151.2539627
735,2843 New South Wales Australia,-31.7845656,149.7487272
736,3142 Victoria Australia,-37.8432402,145.0190242
737,3804 Victoria Australia,-37.9788019,145.3309395
738,3377 Victoria Australia,-37.2971613,142.9170407
739,2868 New South Wales Australia,-32.7462554,148.6001005
740,2517 New South Wales Australia,-34.3454996,150.9016476
741,2852 New South Wales Australia,-32.3173317,149.4260421
742,2316 New South Wales Australia,-32.7647951,152.0399534
743,3930 Victoria Australia,-38.1952209,145.0879338
744,2358 New South Wales Australia,-30.5621734,151.373521
745,3933 Victoria Australia,-38.2501593,145.1265477
746,3224 Victoria Australia ,-38.1833957,144.4451578
747,3458 Victoria Australia,-37.459275,144.3685809
748,2400 New South Wales Australia,-29.4491211,149.7487272
749,2485 New South Wales Australia,-28.178556,153.5157018
750,2441 New South Wales Australia,-31.2127192,152.8029443
751,4610 Queensland Australia,-26.5397645,151.84313
752,2191 New South Wales Australia,-33.9061117,151.0849848
753,2318 New South Wales Australia,-32.753389,151.8643252
754,3941 Victoria Australia,-38.3862088,144.8181305
755,2205 New South Wales Australia,-33.9378099,151.1490585
756,4735 Queensland Australia,-23.3216584,141.7258239
757,3016 Victoria Australia,-37.8571449,144.8813738
758,3818 Victoria Australia,-38.1155251,145.8690603
759,2850 New South Wales Australia,-32.5593561,149.5642369
760,3060 Victoria Australia,-37.6969273,144.9666905
